,DR.NUMBER,DATE.REPORTED,DATE.OCCURRED,H,M,AREA.ID,AREA.NAME,REPORTING.DISTRICT,CRIME.CODE,CRIME.CODE.DESCRIPTION,MO.CODES,VICTIM.AGE,VICTIM.SEX,VICTIM.DESCENT,PREMISE.CODE,PREMISE.DESCRIPTION,WEAPON.USED.CODE,WEAPON.DESCRIPTION,STATUS.CODE,STATUS.DESCRIPTION,CRIME.CODE.1,CRIME.CODE.2,CRIME.CODE.3,CRIME.CODE.4,ADDRESS,CROSS.STREET,LOCATION,LATITUDE,LONGITUDE,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID,Shape_STAr,Shape_STLe,X_Center,Y_Center,date_occ_year,date_occ_month,date_occ_day,crime_type,crime_premise,crime_weapon,newdate
1665,161120939,12/22/16,12/22/16,2,0,11,Northeast,1162,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0431 0400 1218,36,F,O,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,NA,NA,NA,VERMONT                      PL,VERMONT                      AV,"(34.0924, -118.2917)",34.0924,-118.2917,POINT (-118.2917 34.0924),1449,191301,6037191301,1913.01,1451,2944230.521,8542.864193,6474898,1856108,2016,12,22,AGGRAVATED ASSAULT,SIDEWALK,OTHERS,2016 12
1666,171104327,1/8/17,1/7/17,21,30,11,Northeast,1162,480,BIKE - STOLEN,1218 1608 0344,54,M,W,102,SIDEWALK,NA,,IC,Invest Cont,480,NA,NA,NA,SANTA MONICA,VERMONT,"(34.0909, -118.2917)",34.0909,-118.2917,POINT (-118.2917 34.0909),1449,191301,6037191301,1913.01,1451,2944230.521,8542.864193,6474898,1856108,2017,1,7,OTHERS,SIDEWALK,OTHERS,2017 01
1667,170207257,3/8/17,3/5/17,15,0,2,Rampart,202,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0360 0421 0444 1218,49,F,H,503,HOTEL,511,VERBAL THREAT,IC,Invest Cont,930,NA,NA,NA,4600    SANTA MONICA                 BL,,"(34.0909, -118.2893)",34.0909,-118.2893,POINT (-118.2893 34.0909),1449,191301,6037191301,1913.01,1451,2944230.521,8542.864193,6474898,1856108,2017,3,5,OTHERS,OTHERS,OTHERS,2017 03
1668,170212022,6/10/17,6/10/17,5,45,2,Rampart,201,210,ROBBERY,1218 0342 0444 0344,72,M,H,907,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,SANTA MONICA                 BL,VERMONT,"(34.0909, -118.2917)",34.0909,-118.2917,POINT (-118.2917 34.0909),1449,191301,6037191301,1913.01,1451,2944230.521,8542.864193,6474898,1856108,2017,6,10,ROBBERY,OTHERS,STRONG-ARM,2017 06
1669,170216401,8/30/17,8/26/17,3,30,2,Rampart,202,210,ROBBERY,1206 1218 0344 0416 0305 0429 1258 0910,53,M,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,SANTA MONICA,VIRGIL,"(34.0909, -118.2878)",34.0909,-118.2878,POINT (-118.2878 34.0909),1449,191301,6037191301,1913.01,1451,2944230.521,8542.864193,6474898,1856108,2017,8,26,ROBBERY,OTHERS,STRONG-ARM,2017 08
1670,161016243,9/29/16,9/29/16,21,50,10,West Valley,1004,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1218 0446 1814,45,M,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,NA,NA,NA,18100    SATICOY                      ST,,"(34.2146, -118.5317)",34.2146,-118.5317,POINT (-118.5317 34.2146),382,131400,6037131400,1314,383,11916305.29,14307.22132,6400923,1900901,2016,9,29,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2016 09
1671,161614638,9/30/16,9/29/16,20,0,16,Foothill,1623,624,BATTERY - SIMPLE ASSAULT,0416 0417 1218 1822 1414 1268,34,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,10900    HERRICK                      AV,,"(34.2683, -118.4118)",34.2683,-118.4118,POINT (-118.4118 34.2683),1372,104704,6037104704,1047.04,1374,17895164.09,16971.99675,6438129,1918174,2016,9,29,SIMPLE ASSAULT,PARK/PLAYGROUND,STRONG-ARM,2016 09
1672,160322322,10/1/16,9/30/16,20,0,3,Southwest,378,121,"RAPE, FORCIBLE",1218 0913 1501,35,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,NA,NA,NA,KANSAS,MARTIN LUTHER KING JR,"(34.0146, -118.2872)",34.0146,-118.2872,POINT (-118.2872 34.0146),1036,231220,6037231220,2312.2,1038,10389165.36,13177.46464,6473972,1827808,2016,9,30,RAPE,SIDEWALK,STRONG-ARM,2016 09
1673,160324082,10/26/16,10/26/16,19,30,3,Southwest,379,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2004 0416 1414 0444 1218 1813,21,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,NA,NA,NA,1100 W  MARTIN LUTHER KING JR        BL,,"(34.0145, -118.2937)",34.0145,-118.2937,POINT (-118.2937 34.0145),1036,231220,6037231220,2312.2,1038,10389165.36,13177.46464,6473972,1827808,2016,10,26,SIMPLE ASSAULT,PARKING LOT,STRONG-ARM,2016 10
1674,160324167,10/27/16,10/27/16,8,15,3,Southwest,378,624,BATTERY - SIMPLE ASSAULT,2000 2004 1814 1218 0416 0429 0444,49,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,NA,NA,NA,N  MARTIN LUTHER KING JR        BL,S  BROWNING                     AV,"(34.0146, -118.2872)",34.0146,-118.2872,POINT (-118.2872 34.0146),1036,231220,6037231220,2312.2,1038,10389165.36,13177.46464,6473972,1827808,2016,10,27,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2016 10
1675,170319250,8/16/17,8/16/17,14,0,3,Southwest,378,624,BATTERY - SIMPLE ASSAULT,0416 1218,26,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,MARTIN LUTHER KING JR        BL,VERMONT                      AV,"(34.0109, -118.2915)",34.0109,-118.2915,POINT (-118.2915 34.0109),1036,231220,6037231220,2312.2,1038,10389165.36,13177.46464,6473972,1827808,2017,8,16,SIMPLE ASSAULT,STREET,STRONG-ARM,2017 08
1676,160601403,9/30/16,9/30/16,1,50,6,Hollywood,643,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0411 0449 1414 1402 1218 2004 1820,30,M,B,102,SIDEWALK,204,FOLDING KNIFE,AA,Adult Arrest,230,NA,NA,NA,1500 N  LA BREA                      AV,,"(34.1007, -118.3494)",34.1007,-118.3494,POINT (-118.3494 34.1007),1451,189905,6037189905,1899.05,1453,2780937.665,6976.506228,6455228,1859180,2016,9,30,AGGRAVATED ASSAULT,SIDEWALK,KNIFE,2016 09
1677,161117077,9/30/16,9/30/16,10,0,11,Northeast,1141,624,BATTERY - SIMPLE ASSAULT,1218 0432 1601 0400,49,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,HOLLYWOOD                    BL,ALEXANDRIA                   ST,"(34.1018, -118.2984)",34.1018,-118.2984,POINT (-118.2984 34.1018),1297,189201,6037189201,1892.01,1299,3505709.456,7950.841905,6472011,1860210,2016,9,30,SIMPLE ASSAULT,SIDEWALK,STRONG-ARM,2016 09
1678,171112520,6/24/17,6/23/17,12,55,11,Northeast,1151,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1218 2004 1814 0400,NA,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,NA,NA,NA,VERMONT                      AV,PROSPECT                     AV,"(34.1018, -118.2918)",34.1018,-118.2918,POINT (-118.2918 34.1018),1297,189201,6037189201,1892.01,1299,3505709.456,7950.841905,6472011,1860210,2017,6,23,SIMPLE ASSAULT,STREET,STRONG-ARM,2017 06
1679,162017554,10/1/16,10/1/16,3,25,20,Olympic,2022,761,BRANDISH WEAPON,0334 0340 1218 1814 2004 1206,21,M,H,102,SIDEWALK,205,KITCHEN KNIFE,AO,Adult Other,761,NA,NA,NA,500 S  WILTON                       PL,,"(34.0653, -118.314)",34.0653,-118.314,POINT (-118.314 34.0653),1334,211704,6037211704,2117.04,1336,1990706.127,5747.498383,6467299,1845641,2016,10,1,OTHERS,SIDEWALK,KNIFE,2016 10
1680,172014799,7/31/17,7/31/17,23,40,20,Olympic,2031,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0432 1402 0429 1218 2004,51,M,H,101,STREET,204,FOLDING KNIFE,AA,Adult Arrest,230,998,NA,NA,WILSHIRE                     AV,WESTERN                      AV,"(34.0617, -118.3091)",34.0617,-118.3091,POINT (-118.3091 34.0617),1334,211704,6037211704,2117.04,1336,1990706.127,5747.498383,6467299,1845641,2017,7,31,AGGRAVATED ASSAULT,STREET,KNIFE,2017 07
1681,160415825,10/2/16,10/2/16,13,55,4,Hollenbeck,467,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0429 0445 0417 2004 1218,59,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,NA,NA,NA,4TH,EVERGREEN,"(34.0373, -118.2043)",34.0373,-118.2043,POINT (-118.2043 34.0373),1196,204110,6037204110,2041.1,1198,6499078.054,10204.65819,6501464,1836557,2016,10,2,AGGRAVATED ASSAULT,PARK/PLAYGROUND,STRONG-ARM,2016 10
1682,170407662,3/24/17,3/24/17,18,0,4,Hollenbeck,468,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814 2004 1218 0419,31,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,NA,NA,NA,RIVERA,1ST                          ST,"(34.04, -118.2013)",34.04,-118.2013,POINT (-118.2013 34.04),1196,204110,6037204110,2041.1,1198,6499078.054,10204.65819,6501464,1836557,2017,3,24,SIMPLE ASSAULT,STREET,STRONG-ARM,2017 03
1683,170410965,6/5/17,6/5/17,8,30,4,Hollenbeck,465,624,BATTERY - SIMPLE ASSAULT,1206 1218 0416 0913,NA,F,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,3100 E  4TH                          ST,,"(34.0359, -118.2011)",34.0359,-118.2011,POINT (-118.2011 34.0359),1196,204110,6037204110,2041.1,1198,6499078.054,10204.65819,6501464,1836557,2017,6,5,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2017 06
1684,160520150,12/16/16,10/2/16,12,0,5,Harbor,585,956,"LETTERS, LEWD",1218,39,M,W,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,956,NA,NA,NA,700 W  19TH                         ST,,"(33.727, -118.2924)",33.727,-118.2924,POINT (-118.2924 33.727),22,297201,6037297201,2972.01,23,4348887.161,8280.532166,6473048,1722396,2016,10,2,OTHERS,DWELLING,OTHERS,2016 10
1685,170504059,1/1/17,1/1/17,20,0,5,Harbor,567,624,BATTERY - SIMPLE ASSAULT,0400 1218,49,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,19TH,PACIFIC,"(33.727, -118.288)",33.727,-118.288,POINT (-118.288 33.727),22,297201,6037297201,2972.01,23,4348887.161,8280.532166,6473048,1722396,2017,1,1,SIMPLE ASSAULT,STREET,STRONG-ARM,2017 01
1686,170508750,4/12/17,4/12/17,18,40,5,Harbor,567,624,BATTERY - SIMPLE ASSAULT,0416 0432 0913 1218,48,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,PACIFIC                      AV,19TH                         ST,"(33.727, -118.288)",33.727,-118.288,POINT (-118.288 33.727),22,297201,6037297201,2972.01,23,4348887.161,8280.532166,6473048,1722396,2017,4,12,SIMPLE ASSAULT,SIDEWALK,STRONG-ARM,2017 04
1687,160621123,10/3/16,10/2/16,19,20,6,Hollywood,648,624,BATTERY - SIMPLE ASSAULT,0400 0416 0408 1218,35,M,H,110,FREEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,HOLLYWOOD                    FY,SUNSET                       BL,"(34.1, -118.3113)",34.1,-118.3113,POINT (-118.3113 34.1),1574,190510,6037190510,1905.1,1576,3427019.841,7981.117358,6467397,1858912,2016,10,2,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2016 10
1688,161016354,10/2/16,10/2/16,15,10,10,West Valley,1034,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 2000 1309 2004 1218,30,F,W,101,STREET,307,VEHICLE,AA,Adult Arrest,236,NA,NA,NA,ERWIN                        ST,LINDLEY                      AV,"(34.1839, -118.5273)",34.1839,-118.5273,POINT (-118.5273 34.1839),543,132900,6037132900,1329,544,12852276.72,18197.01421,6402033,1889572,2016,10,2,AGGRAVATED ASSAULT,STREET,OTHERS,2016 10
1689,161614700,10/2/16,10/2/16,12,10,16,Foothill,1623,210,ROBBERY,1218 0369 0337 0334 0449 0344,39,M,H,124,BUS STOP,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,NA,NA,NA,GLENOAKS,VAN NUYS,"(34.2737, -118.4117)",34.2737,-118.4117,POINT (-118.4117 34.2737),1281,104203,6037104203,1042.03,1283,7619663.225,11052.52735,6437340,1924191,2016,10,2,ROBBERY,OTHERS,KNIFE,2016 10
1690,171609751,5/21/17,4/3/17,13,0,16,Foothill,1602,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446 1218 1202,70,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,GLENOAKS,VAN NUYS                     BL,"(34.2737, -118.4117)",34.2737,-118.4117,POINT (-118.4117 34.2737),1281,104203,6037104203,1042.03,1283,7619663.225,11052.52735,6437340,1924191,2017,4,3,SIMPLE ASSAULT,SIDEWALK,STRONG-ARM,2017 04
1691,171609639,5/18/17,5/18/17,20,0,16,Foothill,1613,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1816 0429 1414 1822 0410 0416 0417 1402 1218,31,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,998,NA,NA,GLENOAKS                     ST,VAN NUYS                     BL,"(34.2737, -118.4117)",34.2737,-118.4117,POINT (-118.4117 34.2737),1281,104203,6037104203,1042.03,1283,7619663.225,11052.52735,6437340,1924191,2017,5,18,AGGRAVATED ASSAULT,SIDEWALK,STRONG-ARM,2017 05
1692,171609640,5/18/17,5/18/17,20,0,16,Foothill,1613,624,BATTERY - SIMPLE ASSAULT,0416 0417 1218,53,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,NA,NA,NA,GLENOAKS                     ST,VAN NUYS                     BL,"(34.2737, -118.4117)",34.2737,-118.4117,POINT (-118.4117 34.2737),1281,104203,6037104203,1042.03,1283,7619663.225,11052.52735,6437340,1924191,2017,5,18,SIMPLE ASSAULT,STREET,STRONG-ARM,2017 05
1693,171612962,8/11/17,8/11/17,16,10,16,Foothill,1623,210,ROBBERY,0344 0416 0417 1822 1019 0429 1218,41,M,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,GLENOAKS                     BL,VAN NUYS,"(34.2737, -118.4117)",34.2737,-118.4117,POINT (-118.4117 34.2737),1281,104203,6037104203,1042.03,1283,7619663.225,11052.52735,6437340,1924191,2017,8,11,ROBBERY,OTHERS,STRONG-ARM,2017 08
1694,162017602,10/2/16,10/2/16,7,40,20,Olympic,2019,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0400 2004 1218,42,M,B,101,STREET,311,HAMMER,IC,Invest Cont,230,NA,NA,NA,VERMONT                      AV,BEVERLY                      BL,"(34.0763, -118.2917)",34.0763,-118.2917,POINT (-118.2917 34.0763),1291,211202,6037211202,2112.02,1293,1928500.754,5559.519694,6472600,1849632,2016,10,2,AGGRAVATED ASSAULT,STREET,OTHERS,2016 10
1695,162018336,10/18/16,10/18/16,1,30,20,Olympic,2019,624,BATTERY - SIMPLE ASSAULT,1218 1300 1609 0448 0432,27,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,COUNCIL,VERMONT,"(34.0746, -118.2917)",34.0746,-118.2917,POINT (-118.2917 34.0746),1291,211202,6037211202,2112.02,1293,1928500.754,5559.519694,6472600,1849632,2016,10,18,SIMPLE ASSAULT,STREET,STRONG-ARM,2016 10
1696,160222546,12/29/16,12/28/16,16,15,2,Rampart,212,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0416 0429 0417 0400 1218,36,M,W,103,ALLEY,514,TIRE IRON,AO,Adult Other,236,NA,NA,NA,300 N  VERMONT                      AV,,"(34.0763, -118.2917)",34.0763,-118.2917,POINT (-118.2917 34.0763),1291,211202,6037211202,2112.02,1293,1928500.754,5559.519694,6472600,1849632,2016,12,28,AGGRAVATED ASSAULT,OTHERS,OTHERS,2016 12
1697,170204604,1/13/17,1/11/17,12,0,2,Rampart,212,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 2004 0416 2000 1813,36,M,W,150,TOOL SHED*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,NA,NA,NA,300 N  VERMONT                      AV,,"(34.0763, -118.2917)",34.0763,-118.2917,POINT (-118.2917 34.0763),1291,211202,6037211202,2112.02,1293,1928500.754,5559.519694,6472600,1849632,2017,1,11,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2017 01
1698,160415878,10/4/16,10/4/16,24,15,4,Hollenbeck,464,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411,33,M,H,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,NA,NA,NA,1ST                          ST,CHICAGO                      ST,"(34.0444, -118.2125)",34.0444,-118.2125,POINT (-118.2125 34.0444),1195,204420,6037204420,2044.2,1197,3251315.523,7655.418601,6497559,1838656,2016,10,4,AGGRAVATED ASSAULT,PARK/PLAYGROUND,OTHERS,2016 10
1699,161224704,10/4/16,10/4/16,4,30,12,77th Street,1243,210,ROBBERY,1202 0344 1822 0448 0346 1218,62,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,CIMARRON                     ST,67TH                         ST,"(33.9782, -118.3159)",33.9782,-118.3159,POINT (-118.3159 33.9782),880,237300,6037237300,2373,882,10739419.72,13459.51147,6467356,1814625,2016,10,4,ROBBERY,STREET,STRONG-ARM,2016 10
1700,161225477,10/15/16,10/14/16,3,15,12,77th Street,1253,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1218 0416 0446 0408 0445 0448 0429 1813,52,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,NA,NA,NA,FLORENCE,WESTERN,"(33.9746, -118.309)",33.9746,-118.309,POINT (-118.309 33.9746),880,237300,6037237300,2373,882,10739419.72,13459.51147,6467356,1814625,2016,10,14,AGGRAVATED ASSAULT,STREET,STRONG-ARM,2016 10
1701,171210698,4/3/17,4/3/17,22,15,12,77th Street,1243,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1822 1218,52,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,NA,NA,NA,64TH                         ST,WESTERN                      AV,"(33.9814, -118.3089)",33.9814,-118.3089,POINT (-118.3089 33.9814),880,237300,6037237300,2373,882,10739419.72,13459.51147,6467356,1814625,2017,4,3,AGGRAVATED ASSAULT,STREET,OTHERS,2017 04
1702,171217036,6/28/17,6/28/17,20,0,12,77th Street,1253,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0446 0416 1218,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,NA,NA,NA,2100 W  FLORENCE                     AV,,"(33.9746, -118.3158)",33.9746,-118.3158,POINT (-118.3158 33.9746),880,237300,6037237300,2373,882,10739419.72,13459.51147,6467356,1814625,2017,6,28,SIMPLE ASSAULT,DWELLING,STRONG-ARM,2017 06
1703,171219405,7/31/17,7/30/17,19,0,12,77th Street,1243,350,"THEFT, PERSON",0390 1822 2004 1218,59,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,350,NA,NA,NA,WESTERN,GAGE,"(33.9814, -118.3089)",33.9814,-118.3089,POINT (-118.3089 33.9814),880,237300,6037237300,2373,882,10739419.72,13459.51147,6467356,1814625,2017,7,30,THEFT,STREET,OTHERS,2017 07
1704,160918261,10/6/16,10/5/16,23,50,9,Van Nuys,909,626,INTIMATE PARTNER - SIMPLE ASSAULT,0429 2000 1218 0416 1814,34,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,NA,NA,NA,SHERMAN                      WY,SEPULVEDA                    BL,"(34.205, -118.4339)",34.205,-118.4339,POINT (-118.4339 34.205),1541,127104,6037127104,1271.04,1543,7618425.878,11271.06119,6429900,1897335,2016,10,5,SIMPLE ASSAULT,STREET,STRONG-ARM,2016 10
1705,160901458,12/6/16,12/5/16,22,15,9,Van Nuys,909,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0417 1402,40,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,998,NA,NA,13500    SHERMAN                      WY,,"(34.205, -118.4339)",34.205,-118.4339,POINT (-118.4339 34.205),1541,127104,6037127104,1271.04,1543,7618425.878,11271.06119,6429900,1897335,2016,12,5,AGGRAVATED ASSAULT,OTHERS,STRONG-ARM,2016 12
1706,170906688,2/22/17,2/22/17,12,20,9,Van Nuys,909,210,ROBBERY,0416 0411 0344 0334 0419 1822 0352 1218,30,F,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,NA,NA,NA,MURIETTA                     AV,WYANDOTTE                    ST,"(34.203, -118.4389)",34.203,-118.4389,POINT (-118.4389 34.203),1541,127104,6037127104,1271.04,1543,7618425.878,11271.06119,6429900,1897335,2017,2,22,ROBBERY,STREET,KNIFE,2017 02
1707,161016618,10/9/16,10/6/16,12,0,10,West Valley,1004,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,1822 1501 1262 1218,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,NA,NA,NA,18300    ROSCOE                       BL,,"(34.2208, -118.5317)",34.2208,-118.5317,POINT (-118.5317 34.2208),363,115403,6037115403,1154.03,364,7574458.013,11112.59698,6400932,1904592,2016,10,6,OTHERS,STREET,STRONG-ARM,2016 10
1708,171008658,4/11/17,4/10/17,12,0,10,West Valley,1004,121,"RAPE, FORCIBLE",0359 1300 1218 2010,43,F,B,108,PARKING LOT,515,PHYSICAL PRESENCE,IC,Invest Cont,121,NA,NA,NA,18300    ROSCOE                       BL,,"(34.2208, -118.5317)",34.2208,-118.5317,POINT (-118.5317 34.2208),363,115403,6037115403,1154.03,364,7574458.013,11112.59698,6400932,1904592,2017,4,10,RAPE,PARKING LOT,OTHERS,2017 04
1709,161717581,10/7/16,10/6/16,23,0,17,Devonshire,1764,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1218 1814 1206 0446 2004,50,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,NA,NA,NA,CORBIN                       AV,NORDHOFF                     PL,"(34.2355, -118.5623)",34.2355,-118.5623,POINT (-118.5623 34.2355),485,113301,6037113301,1133.01,486,24427912.51,22679.93947,6392926,1911663,2016,10,6,AGGRAVATED ASSAULT,OTHERS,STRONG-ARM,2016 10
1710,171707998,3/16/17,3/16/17,17,30,17,Devonshire,1764,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 1813 0416 2000 1310 2004 2002 1218,59,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,NA,NA,NA,19500    NORDHOFF                     ST,,"(34.2355, -118.558)",34.2355,-118.558,POINT (-118.558 34.2355),485,113301,6037113301,1133.01,486,24427912.51,22679.93947,6392926,1911663,2017,3,16,AGGRAVATED ASSAULT,OTHERS,STRONG-ARM,2017 03
1711,171716123,8/20/17,8/20/17,21,30,17,Devonshire,1764,210,ROBBERY,0334 0337 0344 1218 2004,44,M,W,108,PARKING LOT,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,210,NA,NA,NA,9300    MELVIN                       AV,,"(34.2391, -118.5601)",34.2391,-118.5601,POINT (-118.5601 34.2391),485,113301,6037113301,1133.01,486,24427912.51,22679.93947,6392926,1911663,2017,8,20,ROBBERY,PARKING LOT,KNIFE,2017 08
1712,161801070,10/8/16,10/6/16,15,0,18,Southeast,1804,121,"RAPE, FORCIBLE",1822 1218 1262,39,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,NA,NA,NA,87TH                         ST,CENTRAL                      AV,"(33.9593, -118.2564)",33.9593,-118.2564,POINT (-118.2564 33.9593),1101,240010,6037240010,2400.1,1103,6334032.614,12212.8361,6481674,1807317,2016,10,6,RAPE,DWELLING,STRONG-ARM,2016 10
1713,171806329,2/12/17,2/12/17,1,20,18,Southeast,1806,624,BATTERY - SIMPLE ASSAULT,1218 1822 1206 0416 1300,46,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,88TH                         ST,AVALON                       BL,"(33.9565, -118.2651)",33.9565,-118.2651,POINT (-118.2651 33.9565),1101,240010,6037240010,2400.1,1103,6334032.614,12212.8361,6481674,1807317,2017,2,12,SIMPLE ASSAULT,SIDEWALK,STRONG-ARM,2017 02
1714,160416070,10/8/16,10/7/16,1,0,4,Hollenbeck,412,121,"RAPE, FORCIBLE",1218 0400 0527,24,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,NA,NA,NA,400 W  AVENUE 26,,"(34.0819, -118.2203)",34.0819,-118.2203,POINT (-118.2203 34.0819),1598,199000,6037199000,1990,1600,16798035.56,19033.86045,6495228,1851618,2016,10,7,RAPE,STREET,STRONG-ARM,2016 10
